,funded_amnt,funded_amnt_inv,loan_amnt,loan_status,title,dti,zip_code,addr_state,emp_length,policy_code
1988850,15000.0,15000.0,15000.0,Charged Off,Debt consolidation,26.41,917xx,CA,10+ years,1.0
556746,4200.0,4200.0,4200.0,Current,Debt consolidation,2.68,917xx,CA,< 1 year,1.0
1813356,10000.0,10000.0,10000.0,Charged Off,Credit card refinancing,20.24,791xx,TX,10+ years,1.0
847548,12000.0,12000.0,12000.0,Current,Debt consolidation,51.52,604xx,IL,,1.0
2116863,12000.0,12000.0,12000.0,Late (31-120 days),Credit card refinancing,7.09,300xx,GA,3 years,1.0
596643,2400.0,2400.0,2400.0,Fully Paid,Other,18.6,497xx,MI,< 1 year,1.0
1202094,20050.0,20050.0,20050.0,Charged Off,Debt consolidation,29.91,403xx,KY,10+ years,1.0
1982834,20000.0,20000.0,20000.0,Late (31-120 days),Debt consolidation,17.62,970xx,OR,5 years,1.0
1016346,8000.0,8000.0,8000.0,Current,Credit card refinancing,16.08,303xx,GA,5 years,1.0
1664715,12850.0,12850.0,12850.0,Late (31-120 days),Debt consolidation,21.76,890xx,NV,,1.0
31143,14000.0,14000.0,14000.0,Fully Paid,Debt consolidation,10.67,812xx,CO,3 years,1.0
344045,32000.0,32000.0,32000.0,Charged Off,Credit card refinancing,28.44,600xx,IL,10+ years,1.0
200202,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,18.41,951xx,CA,10+ years,1.0
369422,23700.0,23700.0,23700.0,Fully Paid,Credit card refinancing,15.93,402xx,KY,3 years,1.0
1585192,10000.0,10000.0,10000.0,Current,Credit card refinancing,4.39,802xx,CO,,1.0
1079769,11000.0,11000.0,11000.0,Fully Paid,Debt consolidation,14.04,945xx,CA,< 1 year,1.0
1651028,12000.0,2975.0,12000.0,Fully Paid,Debt consolidation,10.05,402xx,KY,< 1 year,1.0
1574357,11000.0,11000.0,11000.0,Current,Debt consolidation,31.91,925xx,CA,3 years,1.0
1340018,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,15.56,077xx,NJ,8 years,1.0
1242964,1000.0,1000.0,1000.0,Fully Paid,Debt consolidation,32.88,894xx,NV,4 years,1.0
411778,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,12.86,705xx,LA,3 years,1.0
1930749,10000.0,10000.0,10000.0,Charged Off,Car loan,8.12,482xx,MI,5 years,1.0
438520,8000.0,8000.0,8000.0,Current,Credit card refinancing,29.46,013xx,MA,3 years,1.0
99618,2000.0,2000.0,2000.0,Fully Paid,Vacation,18.83,104xx,NY,8 years,1.0
659589,16000.0,16000.0,16000.0,Charged Off,Credit card refinancing,16.0,300xx,GA,3 years,1.0
291658,5000.0,5000.0,5000.0,Fully Paid,Other,20.72,708xx,LA,5 years,1.0
1930210,21850.0,21800.0,21850.0,Fully Paid,Debt Consolidation Loan,17.95,115xx,NY,3 years,1.0
1743148,12000.0,12000.0,12000.0,Fully Paid,Credit card refinancing,29.75,359xx,AL,9 years,1.0
661190,16000.0,16000.0,16000.0,Charged Off,Credit card refinancing,7.73,100xx,NY,10+ years,1.0
1370796,16000.0,16000.0,16000.0,Current,Credit card refinancing,26.42,666xx,KS,10+ years,1.0
1363152,35000.0,35000.0,35000.0,Current,Debt consolidation,5.16,100xx,NY,5 years,1.0
129526,2800.0,2800.0,2800.0,Fully Paid,Credit card refinancing,31.75,304xx,GA,10+ years,1.0
1394786,16000.0,16000.0,16000.0,Current,Credit card refinancing,15.32,656xx,MO,2 years,1.0
113852,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,21.57,231xx,VA,10+ years,1.0
426531,7000.0,7000.0,7000.0,Current,Debt consolidation,19.74,080xx,NJ,10+ years,1.0
237782,13200.0,13175.0,13200.0,Fully Paid,Debt consolidation,25.22,606xx,IL,10+ years,1.0
2055064,16000.0,16000.0,16000.0,Current,Debt consolidation,1.28,918xx,CA,5 years,1.0
384357,20000.0,20000.0,20000.0,Charged Off,Debt consolidation,0.45,917xx,CA,10+ years,1.0
1683350,12000.0,12000.0,12000.0,Current,Debt consolidation,17.2,604xx,IL,8 years,1.0
530055,13000.0,13000.0,13000.0,Fully Paid,Credit card refinancing,27.16,553xx,MN,4 years,1.0
2006150,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,16.58,852xx,AZ,< 1 year,1.0
1283692,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,3.56,103xx,NY,2 years,1.0
1081886,5000.0,5000.0,5000.0,Fully Paid,Car financing,14.69,920xx,CA,9 years,1.0
210983,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,21.64,852xx,AZ,< 1 year,1.0
340283,26150.0,26150.0,26150.0,Charged Off,Debt consolidation,28.04,197xx,DE,7 years,1.0
112818,9000.0,9000.0,9000.0,Fully Paid,Debt consolidation,10.28,983xx,WA,6 years,1.0
1643767,6500.0,6500.0,6500.0,Fully Paid,Lacey Wedding ring,4.86,750xx,TX,1 year,1.0
1730292,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,19.06,959xx,CA,10+ years,1.0
1570212,10000.0,10000.0,10000.0,Current,Debt consolidation,14.73,066xx,CT,1 year,1.0
147432,20000.0,20000.0,20000.0,Fully Paid,Home improvement,14.12,940xx,CA,3 years,1.0
1713855,21600.0,21600.0,21600.0,Fully Paid,Debt consolidation,19.82,160xx,PA,6 years,1.0
1998481,5000.0,5000.0,5000.0,Current,Debt consolidation,3.19,531xx,WI,10+ years,1.0
2152159,20000.0,20000.0,20000.0,Current,Debt consolidation,35.52,920xx,CA,< 1 year,1.0
1877450,17200.0,17200.0,17200.0,Fully Paid,Debt Consolidation,12.12,791xx,TX,10+ years,1.0
861423,10000.0,10000.0,10000.0,Current,Debt consolidation,34.46,019xx,MA,10+ years,1.0
475648,3600.0,3600.0,3600.0,Current,Home improvement,31.6,666xx,KS,6 years,1.0
515608,10000.0,10000.0,10000.0,Current,Debt consolidation,17.62,368xx,AL,3 years,1.0
656225,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,19.22,011xx,MA,10+ years,1.0
1581016,20000.0,20000.0,20000.0,Current,Debt consolidation,12.05,916xx,CA,10+ years,1.0
968901,10500.0,10500.0,10500.0,Fully Paid,Credit card refinancing,11.99,156xx,PA,8 years,1.0
2255778,11100.0,11100.0,11100.0,Current,Credit card refinancing,17.15,900xx,CA,3 years,1.0
1146067,18000.0,18000.0,18000.0,Fully Paid,Credit card refinancing,10.4,065xx,CT,10+ years,1.0
350241,22500.0,22500.0,22500.0,Fully Paid,Debt consolidation,24.3,900xx,CA,3 years,1.0
2250398,7500.0,7500.0,7500.0,Current,Debt consolidation,22.62,894xx,NV,,1.0
1118777,20000.0,20000.0,20000.0,Fully Paid,Credit card refinancing,12.16,482xx,MI,10+ years,1.0
1610151,6000.0,6000.0,6000.0,Current,Debt consolidation,19.51,921xx,CA,10+ years,1.0
128644,11000.0,11000.0,11000.0,Fully Paid,Debt consolidation,26.22,120xx,NY,2 years,1.0
623814,36000.0,36000.0,36000.0,Current,Debt consolidation,16.14,134xx,NY,10+ years,1.0
1738170,6500.0,6500.0,6500.0,Fully Paid,Debt consolidation,18.2,939xx,CA,6 years,1.0
875586,9300.0,9300.0,9300.0,Current,Debt consolidation,16.32,973xx,OR,10+ years,1.0
165954,15000.0,15000.0,15000.0,Fully Paid,Home improvement,15.43,142xx,NY,10+ years,1.0
2181547,18000.0,18000.0,18000.0,Current,Debt consolidation,12.0,770xx,TX,3 years,1.0
2154010,1000.0,1000.0,1000.0,Fully Paid,Vacation,26.18,658xx,MO,5 years,1.0
1733618,2000.0,2000.0,2000.0,Fully Paid,Credit card refinancing,13.62,681xx,NE,10+ years,1.0
817801,6000.0,6000.0,6000.0,Current,Home improvement,25.24,956xx,CA,9 years,1.0
531692,25600.0,25600.0,25600.0,Fully Paid,Debt consolidation,33.78,060xx,CT,9 years,1.0
442417,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,34.69,921xx,CA,10+ years,1.0
1341339,14000.0,13950.0,14000.0,Fully Paid,Home improvement,11.58,891xx,NV,1 year,1.0
1529916,10000.0,10000.0,10000.0,Current,Debt consolidation,14.49,799xx,TX,10+ years,1.0
951825,14000.0,14000.0,14000.0,Current,Debt consolidation,20.65,631xx,MO,< 1 year,1.0
73459,15000.0,14750.0,15000.0,Fully Paid,Debt consolidation,10.63,532xx,WI,< 1 year,1.0
123823,17275.0,17275.0,17275.0,Fully Paid,Credit card refinancing,7.14,324xx,FL,4 years,1.0
575455,10500.0,10500.0,10500.0,Current,Debt consolidation,12.59,898xx,NV,10+ years,1.0
655774,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,9.05,982xx,WA,10+ years,1.0
1970584,18000.0,18000.0,18000.0,Current,Credit card refinancing,7.73,934xx,CA,10+ years,1.0
1467122,24000.0,24000.0,24000.0,Current,Credit card refinancing,11.27,900xx,CA,< 1 year,1.0
139392,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,16.26,211xx,MD,1 year,1.0
1518511,19000.0,19000.0,19000.0,Current,Credit card refinancing,11.12,331xx,FL,< 1 year,1.0
673933,16000.0,16000.0,16000.0,Current,Debt consolidation,18.2,208xx,MD,2 years,1.0
871564,35000.0,35000.0,35000.0,Current,Debt consolidation,0.0,113xx,NY,10+ years,1.0
201255,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,12.53,280xx,NC,,1.0
1436090,12000.0,12000.0,12000.0,Current,Home improvement,25.39,751xx,TX,2 years,1.0
1578557,6200.0,6200.0,6200.0,Late (31-120 days),Debt consolidation,16.28,802xx,CO,2 years,1.0
1843639,24000.0,24000.0,24000.0,Fully Paid,Home,16.59,890xx,NV,< 1 year,1.0
656725,4625.0,4625.0,4625.0,Charged Off,Home improvement,13.42,712xx,LA,,1.0
1844905,20000.0,20000.0,20000.0,Fully Paid,professional,25.87,330xx,FL,10+ years,1.0
1750038,17475.0,17475.0,17475.0,Fully Paid,Debt consolidation,16.47,596xx,MT,10+ years,1.0
193137,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,15.89,103xx,NY,10+ years,1.0
44366,24325.0,24325.0,24325.0,Charged Off,Debt consolidation,30.51,638xx,MO,10+ years,1.0
1294525,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,24.87,467xx,IN,10+ years,1.0
1320348,11150.0,11150.0,11150.0,Fully Paid,Debt consolidation,17.98,328xx,FL,8 years,1.0
2028588,8000.0,8000.0,8000.0,Current,Debt consolidation,27.86,444xx,OH,9 years,1.0
670731,9200.0,9200.0,9200.0,Current,Credit card refinancing,25.67,234xx,VA,4 years,1.0
1833814,8000.0,8000.0,8000.0,Charged Off,Debt Saver,27.44,114xx,NY,,1.0
244932,15250.0,15250.0,15250.0,Fully Paid,Debt consolidation,14.17,982xx,WA,10+ years,1.0
323350,22000.0,22000.0,22000.0,Charged Off,Debt consolidation,23.29,337xx,FL,10+ years,1.0
1924770,24000.0,23625.0,24000.0,Fully Paid,Debt Consolidation,9.42,941xx,CA,5 years,1.0
647286,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,13.26,078xx,NJ,5 years,1.0
934524,17000.0,17000.0,17000.0,Fully Paid,Debt consolidation,23.23,890xx,NV,4 years,1.0
911265,22425.0,22425.0,22425.0,Fully Paid,Debt consolidation,21.29,067xx,CT,10+ years,1.0
773874,5000.0,5000.0,5000.0,Current,Debt consolidation,12.07,945xx,CA,2 years,1.0
1001077,30000.0,30000.0,30000.0,Current,Debt consolidation,16.51,208xx,MD,4 years,1.0
1551980,15000.0,15000.0,15000.0,Current,Debt consolidation,30.24,300xx,GA,10+ years,1.0
1746884,7000.0,7000.0,7000.0,Current,Other,33.28,306xx,GA,3 years,1.0
649136,22000.0,22000.0,22000.0,Fully Paid,Credit card refinancing,12.2,604xx,IL,10+ years,1.0
1730379,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,19.74,191xx,PA,2 years,1.0
165199,2500.0,2500.0,2500.0,Charged Off,Debt consolidation,23.08,220xx,VA,10+ years,1.0
725555,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,22.79,981xx,WA,5 years,1.0
1228132,14575.0,14575.0,14575.0,Fully Paid,Other,18.48,672xx,KS,3 years,1.0
2221989,4850.0,4850.0,4850.0,Fully Paid,Debt consolidation,26.37,194xx,PA,2 years,1.0
1929239,15000.0,14975.0,15000.0,Fully Paid,POOL,8.46,852xx,AZ,4 years,1.0
163017,12500.0,12450.0,12500.0,Fully Paid,Debt consolidation,18.91,320xx,FL,,1.0
1614202,1300.0,1300.0,1300.0,Charged Off,Moving Loan,7.8,968xx,HI,4 years,1.0
1355719,28500.0,28500.0,28500.0,Current,Debt consolidation,8.69,902xx,CA,4 years,1.0
1895456,6000.0,6000.0,6000.0,Fully Paid,pay off Wells Fargo,10.55,879xx,NM,7 years,1.0
1031838,8000.0,8000.0,8000.0,Charged Off,Medical expenses,11.19,949xx,CA,10+ years,1.0
699615,25000.0,25000.0,25000.0,Current,Medical expenses,24.76,635xx,MO,6 years,1.0
353738,12000.0,12000.0,12000.0,Fully Paid,Home improvement,19.96,760xx,TX,3 years,1.0
1808023,17000.0,16975.0,17000.0,Fully Paid,loan,10.3,627xx,IL,10+ years,1.0
1438375,10000.0,10000.0,10000.0,Current,Car financing,18.64,948xx,CA,< 1 year,1.0
833947,2000.0,2000.0,2000.0,Current,Medical expenses,5.27,662xx,KS,2 years,1.0
555098,38000.0,38000.0,38000.0,Charged Off,Debt consolidation,36.54,672xx,KS,10+ years,1.0
1340706,8800.0,8800.0,8800.0,Fully Paid,Debt consolidation,4.98,331xx,FL,6 years,1.0
1707994,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,6.46,480xx,MI,3 years,1.0
1163207,20000.0,20000.0,20000.0,Fully Paid,Home improvement,21.65,752xx,TX,5 years,1.0
1773874,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,20.46,021xx,MA,5 years,1.0
1373109,14500.0,14500.0,14500.0,Current,Debt consolidation,13.18,371xx,TN,5 years,1.0
2107026,20000.0,20000.0,20000.0,Current,Credit card refinancing,38.68,152xx,PA,< 1 year,1.0
1420772,6500.0,6500.0,6500.0,Current,Other,22.02,781xx,TX,6 years,1.0
104795,4925.0,4900.0,4925.0,Fully Paid,Credit card refinancing,35.06,338xx,FL,,1.0
2238043,24000.0,24000.0,24000.0,Current,Credit card refinancing,24.94,913xx,CA,< 1 year,1.0
408540,3000.0,3000.0,3000.0,Fully Paid,Credit card refinancing,11.2,117xx,NY,10+ years,1.0
1200487,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,4.5,137xx,NY,10+ years,1.0
542658,12000.0,12000.0,12000.0,Current,Credit card refinancing,49.26,922xx,CA,10+ years,1.0
781665,33000.0,33000.0,33000.0,Current,Credit card refinancing,20.54,283xx,NC,10+ years,1.0
785743,35000.0,35000.0,35000.0,Current,Debt consolidation,18.29,907xx,CA,< 1 year,1.0
579318,20000.0,20000.0,20000.0,Current,Debt consolidation,16.21,325xx,FL,,1.0
1840942,25000.0,25000.0,25000.0,Fully Paid,Credit card refinancing,22.06,705xx,LA,10+ years,1.0
2128831,22500.0,22500.0,22500.0,Fully Paid,Home improvement,13.43,302xx,GA,1 year,1.0
1159705,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,23.82,852xx,AZ,4 years,1.0
992391,14000.0,14000.0,14000.0,Fully Paid,Credit card refinancing,21.71,330xx,FL,2 years,1.0
885822,24000.0,24000.0,24000.0,Current,Credit card refinancing,11.05,124xx,NY,7 years,1.0
196771,34025.0,34025.0,34025.0,Fully Paid,Debt consolidation,38.48,890xx,NV,10+ years,1.0
382289,2100.0,2100.0,2100.0,Fully Paid,Debt consolidation,22.96,906xx,CA,10+ years,1.0
39065,9125.0,9100.0,9125.0,Fully Paid,Debt consolidation,9.64,238xx,VA,6 years,1.0
904955,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,12.92,488xx,MI,10+ years,1.0
64994,21000.0,21000.0,21000.0,Fully Paid,Credit card refinancing,16.1,383xx,TN,< 1 year,1.0
983615,12000.0,12000.0,12000.0,Current,,10.46,770xx,TX,1 year,1.0
1954112,15000.0,15000.0,15000.0,Current,Debt consolidation,15.6,761xx,TX,< 1 year,1.0
2184453,40000.0,40000.0,40000.0,Current,Debt consolidation,10.12,981xx,WA,4 years,1.0
885378,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,6.99,972xx,OR,3 years,1.0
898785,22450.0,22425.0,22450.0,Current,Debt consolidation,12.14,115xx,NY,10+ years,1.0
1326409,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,6.06,662xx,KS,3 years,1.0
1116234,18000.0,18000.0,18000.0,Charged Off,Debt consolidation,6.38,301xx,GA,3 years,1.0
1452205,6050.0,6050.0,6050.0,Current,Debt consolidation,36.32,785xx,TX,2 years,1.0
1542910,12800.0,12800.0,12800.0,Current,Credit card refinancing,13.94,945xx,CA,7 years,1.0
610279,10000.0,10000.0,10000.0,Current,Debt consolidation,10.98,109xx,NY,10+ years,1.0
1348039,11700.0,11700.0,11700.0,Fully Paid,Relief,32.68,740xx,OK,1 year,1.0
1576340,30400.0,30400.0,30400.0,Current,Credit card refinancing,12.29,939xx,CA,8 years,1.0
676302,9000.0,9000.0,9000.0,Current,Debt consolidation,25.01,809xx,CO,6 years,1.0
1091560,24000.0,24000.0,24000.0,Charged Off,Debt consolidation,18.53,100xx,NY,3 years,1.0
1508557,11000.0,11000.0,11000.0,Current,Credit card refinancing,27.62,122xx,NY,1 year,1.0
263359,21000.0,21000.0,21000.0,Fully Paid,Credit card refinancing,18.46,782xx,TX,1 year,1.0
318344,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,26.1,493xx,MI,3 years,1.0
2029224,6600.0,6600.0,6600.0,Current,,8.46,902xx,CA,1 year,1.0
68151,11000.0,11000.0,11000.0,Fully Paid,Debt consolidation,36.6,877xx,NM,2 years,1.0
1310320,16000.0,16000.0,16000.0,Fully Paid,Home improvement,29.2,760xx,TX,10+ years,1.0
249513,1200.0,1200.0,1200.0,Fully Paid,Debt consolidation,6.56,328xx,FL,3 years,1.0
413108,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,18.7,494xx,MI,10+ years,1.0
805116,10000.0,10000.0,10000.0,In Grace Period,Vacation,36.13,080xx,NJ,10+ years,1.0
2028125,11600.0,11600.0,11600.0,Fully Paid,Credit card refinancing,16.0,740xx,OK,5 years,1.0
2215452,24000.0,24000.0,24000.0,Current,Debt consolidation,18.54,371xx,TN,2 years,1.0
1638911,7500.0,6975.0,7500.0,Fully Paid,lower payment,21.41,785xx,TX,5 years,1.0
371835,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,16.78,809xx,CO,6 years,1.0
2182663,7200.0,7200.0,7200.0,Fully Paid,Credit card refinancing,13.25,041xx,ME,3 years,1.0
618378,15000.0,15000.0,15000.0,Current,Debt consolidation,9.44,088xx,NJ,10+ years,1.0
1434015,40000.0,40000.0,40000.0,Current,Debt consolidation,13.86,920xx,CA,1 year,1.0
604807,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,25.23,799xx,TX,5 years,1.0
462729,25000.0,25000.0,25000.0,Charged Off,Debt consolidation,33.55,650xx,MO,10+ years,1.0
1942617,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,3.1,950xx,CA,10+ years,1.0
401326,28000.0,28000.0,28000.0,Fully Paid,Debt consolidation,9.74,956xx,CA,7 years,1.0
657529,6000.0,6000.0,6000.0,Current,Debt consolidation,28.77,760xx,TX,5 years,1.0
631911,6400.0,6400.0,6400.0,Fully Paid,Debt consolidation,16.21,080xx,NJ,3 years,1.0
2251442,14775.0,14500.0,14775.0,Fully Paid,Debt consolidation,21.59,553xx,MN,10+ years,1.0
682632,11050.0,11050.0,11050.0,Current,Other,25.32,182xx,PA,10+ years,1.0
1967683,22750.0,22750.0,22750.0,Fully Paid,Debt consolidation,4.84,956xx,CA,10+ years,1.0
1859639,20000.0,20000.0,20000.0,Fully Paid,Credit Card,15.63,972xx,OR,5 years,1.0
233301,5925.0,5925.0,5925.0,Fully Paid,Other,25.1,932xx,CA,,1.0
1235356,15750.0,15750.0,15750.0,Charged Off,Debt consolidation,31.4,352xx,AL,10+ years,1.0
1023657,6000.0,6000.0,6000.0,Current,Debt consolidation,15.36,112xx,NY,5 years,1.0
1764655,20000.0,19975.0,20000.0,Fully Paid,Home Improvement FL,0.85,074xx,NJ,2 years,1.0
1429009,35000.0,35000.0,35000.0,Current,Credit card refinancing,7.78,495xx,MI,< 1 year,1.0
1827465,3250.0,3250.0,3250.0,Fully Paid,Debt consolidation,12.73,968xx,HI,< 1 year,1.0
1829793,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,20.46,923xx,CA,10+ years,1.0
804172,6400.0,6400.0,6400.0,Current,Debt consolidation,12.35,206xx,MD,3 years,1.0
1037200,25000.0,24725.0,25000.0,Fully Paid,Credit card refinancing,30.73,939xx,CA,9 years,1.0
1301072,7475.0,7475.0,7475.0,Fully Paid,Debt consolidation,22.28,612xx,IL,10+ years,1.0
1025139,4000.0,4000.0,4000.0,Fully Paid,Debt consolidation,14.41,402xx,KY,10+ years,1.0
1413200,15000.0,15000.0,15000.0,Current,Credit card refinancing,10.84,774xx,TX,1 year,1.0
149922,2000.0,2000.0,2000.0,Fully Paid,Major purchase,22.55,948xx,CA,,1.0
1641583,3600.0,3600.0,3600.0,Charged Off,christys,22.89,144xx,NY,5 years,1.0
1562531,19200.0,19200.0,19200.0,Current,Debt consolidation,21.46,322xx,FL,10+ years,1.0
1868422,7300.0,7300.0,7300.0,Fully Paid, Debt Free,24.45,339xx,FL,< 1 year,1.0
980430,10000.0,10000.0,10000.0,Current,Debt consolidation,21.45,339xx,FL,10+ years,1.0
572137,12800.0,12800.0,12800.0,Fully Paid,Debt consolidation,13.72,070xx,NJ,10+ years,1.0
1755447,7200.0,7200.0,7200.0,Charged Off,Med loan,9.38,945xx,CA,5 years,1.0
1404645,16000.0,16000.0,16000.0,In Grace Period,Credit card refinancing,14.69,125xx,NY,4 years,1.0
1540895,15000.0,15000.0,15000.0,Current,Debt consolidation,31.78,930xx,CA,10+ years,1.0
604440,9000.0,9000.0,9000.0,Current,Debt consolidation,34.71,600xx,IL,10+ years,1.0
1910318,25000.0,24725.0,25000.0,Charged Off,Consolidation,27.81,891xx,NV,10+ years,1.0
1786271,13000.0,13000.0,13000.0,Fully Paid,Debt Consolidation Loan,23.0,601xx,IL,1 year,1.0
243207,20000.0,19975.0,20000.0,Fully Paid,Credit card refinancing,18.46,156xx,PA,10+ years,1.0
1497761,7200.0,7200.0,7200.0,Current,Other,12.35,853xx,AZ,1 year,1.0
1912127,8500.0,8500.0,8500.0,Fully Paid,Refinancing loan for a new professional,10.2,551xx,MN,< 1 year,1.0
1805320,10625.0,10625.0,10625.0,Fully Paid,DebtConsolidation,26.81,802xx,CO,6 years,1.0
717432,26475.0,26475.0,26475.0,Fully Paid,,25.45,955xx,CA,10+ years,1.0
2067766,10000.0,10000.0,10000.0,Current,Credit card refinancing,13.26,331xx,FL,< 1 year,1.0
1209095,20000.0,20000.0,20000.0,Charged Off,Credit card refinancing,32.43,921xx,CA,10+ years,1.0
1199965,10000.0,10000.0,10000.0,Fully Paid,Home improvement,32.07,446xx,OH,8 years,1.0
1919794,8000.0,8000.0,8000.0,Fully Paid,Credit Card Conolidation,25.46,973xx,OR,< 1 year,1.0
381700,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,18.96,857xx,AZ,10+ years,1.0
1688358,5200.0,5200.0,5200.0,Fully Paid,Debt consolidation,14.64,149xx,NY,7 years,1.0
586697,10000.0,10000.0,10000.0,Current,Debt consolidation,14.01,060xx,CT,10+ years,1.0
942124,17000.0,17000.0,17000.0,Fully Paid,Debt consolidation,16.34,604xx,IL,10+ years,1.0
1919899,20000.0,20000.0,20000.0,Fully Paid,Relieved,11.01,212xx,MD,10+ years,1.0
1403308,35000.0,35000.0,35000.0,Current,Credit card refinancing,24.76,727xx,AR,1 year,1.0
326376,8000.0,8000.0,8000.0,Charged Off,Credit card refinancing,7.26,606xx,IL,3 years,1.0
625645,24000.0,24000.0,24000.0,Fully Paid,Medical expenses,9.2,551xx,MN,4 years,1.0
1129358,12000.0,12000.0,12000.0,Charged Off,Home improvement,7.72,705xx,LA,< 1 year,1.0
1736743,1700.0,1700.0,1700.0,Charged Off,Moving and relocation,13.16,322xx,FL,10+ years,1.0
2054027,10000.0,10000.0,10000.0,Current,Debt consolidation,14.54,070xx,NJ,10+ years,1.0
572859,20000.0,20000.0,20000.0,Charged Off,Other,11.9,117xx,NY,2 years,1.0
559202,8400.0,8400.0,8400.0,Fully Paid,Credit card refinancing,28.46,330xx,FL,3 years,1.0
1487361,10000.0,10000.0,10000.0,Current,Other,5.98,347xx,FL,2 years,1.0
1407628,25000.0,25000.0,25000.0,Current,Debt consolidation,11.02,986xx,WA,10+ years,1.0
359857,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,25.54,370xx,TN,10+ years,1.0
715422,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,34.38,554xx,MN,2 years,1.0
1967457,12000.0,12000.0,12000.0,Charged Off,Credit card refinancing,17.36,710xx,LA,8 years,1.0
